trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
264,False,"{'a': 0.5, 'e': 0.005195304718705231}",25,20,11.174207497145888,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.00509243079269919}",20,2,27.429828738787915,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.004991593906910217}",25,13,20.485874333697925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.004892753725239476}",20,8,21.51160172692846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.004795870710296421}",25,14,23.29913384201406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.004700906107583276}",30,12,29.40627037638551,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.004607821929992752}",20,0,27.936519747521764,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.004516580942612666}",25,1,25.271547718099963,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.004427146647831511}",25,13,21.482453708636292,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.004339483270738895}",20,14,12.153376783970032,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.004253555744815125}",25,3,33.85407679660704,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.0041693296979041115}",20,11,18.243693201734185,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.004086771438464067}",30,13,-66.30979163462908,"{0: 13, 1: 1, 2: 0, 3: 2, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.004005847942090417}",20,13,4.154675474572495,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.003926526838305624}",20,0,27.02172017491474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.0038487763976105395}",25,0,33.03654046034139,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.0037725655187922052}",25,9,30.673206074367027,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.003697863716482929}",30,18,12.869394976131051,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.0036246411089657558}",25,9,30.024127443846897,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.003552868406221362}",20,11,15.448497146404321,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.003482516898211663}",25,3,35.74768983000966,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.0034135584433954303}",25,13,24.994182322207163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.003345965457471272}",25,13,19.994084570835163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.003279710902343573}",20,8,23.369797531406977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.00321476827530687}",25,9,19.847915035872234,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.0031511115984444414}",25,17,13.544921258552593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.0030887154082367687}",20,15,8.890228112134045,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.0030275547453758153}",25,8,28.864502996428868,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.002967605144780944}",25,11,25.41442749820589,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.002908842625812584}",20,5,24.046974471867617,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.0028512436826796323}",20,10,15.733150526943927,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.0027947852750368437}",20,10,15.733194398454605,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.0027394448187683684}",30,16,28.29731356736595,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.0026852001769538205}",20,8,20.492836544526558,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.0026320296510131984}",30,13,29.016483883694704,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.00257991197202718}",20,7,26.60600983965996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.0025288262922292556}",20,12,13.773353282862397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.0024787521766663585}",20,8,21.825792087393655,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.0024296695950245953}",20,11,16.360540895577675,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.0023815589136168707}",20,14,12.974111945855462,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.002334400887529133}",25,1,32.76745284545167,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.0022881766529221693}",25,12,22.023009531066993,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.002242867719485801}",25,3,33.93610796285471,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.0021984559630425313}",20,4,26.07039039113876,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.002154923618297613}",20,15,7.690080371117345,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.002112253271732714}",25,10,23.88183436231572,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.0020704278546402606}",25,18,11.958969851797933,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.002029430636295734}",20,3,29.132064411750246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.0019892452172651635}",20,8,19.43003090024768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.0019498555228451206}",30,16,23.948548908228467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.0019112457966326377}",20,9,17.646500566166285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.0018734005942224233}",25,11,23.070638894723793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.0018363047770289071}",30,19,22.834217581882342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.0017999435062305911}",25,16,19.81039637611469,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.0017643022368343355}",20,13,13.585674154536273,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.0017293667118571557}",25,13,19.73427420236739,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.0016951229566232505}",20,9,20.96873278456113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.001661557273173934}",20,13,13.634117796493902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.0016286562347882806}",25,8,28.862134449655645,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.0015964066806122474}",25,16,15.324359133763888,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.0015647957103941666}",25,7,30.156674566599985,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.001533810679324463}",25,16,16.712368463579196,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.0015034391929775724}",20,7,24.32230023653731,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.0014736691023539948}",25,11,23.204625740469776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.0014444884990205433}",20,13,13.333608022817721,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.0014158857103468022}",30,8,43.102951421393854,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.001387849294835929}",20,2,26.41298455046328,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.0013603680375478928}",20,4,22.711219913244367,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.0013334309456133593}",20,9,18.9036675478401,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.0013070272438363863}",30,16,22.17087966244345,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.0012811463703842113}",20,12,13.612829313650828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.0012557779725623694}",30,19,17.224263658337144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.001230911902673481}",25,8,31.813317983064962,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.0012065382139580404}",20,12,14.455501965753745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.0011826471566155727}",20,11,13.899904554016764,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.0011592291739045914}",30,15,25.106139671057875,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.0011362748983197658}",20,16,6.2662052088944105,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.0011137751478448032}",25,14,18.11513868319723,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.0010917209222795108}",20,5,22.990103066536136,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.0010701033996396044}",20,7,23.775878482361023,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.0010489139326277882}",20,13,6.324806811586549,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.0010281440451747298}",20,0,-12.937682672628105,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
346,False,"{'a': 0.5, 'e': 0.0010077854290485105}",25,17,12.12060028687363,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.0009878299405312295}",20,14,14.567387208842963,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,12,22.461367221526547,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,0,16.953861498620185,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",25,12,-4.296325107499395,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,0,11.081159332673522,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",25,0,-35.813514675011746,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
6,True,"{'a': 0, 'e': 0}",25,0,9.85140209173163,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,4,-15.893394914520579,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,0,0.20719372258374213,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,8,-50.1404450389999,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,0,-11.259321654349982,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
